"fips","State","County","IECC15","IECC21","BA15","BA21","Moisture15","Moisture21"
"30021","Montana","Dawson",6,6,"Cold","Cold","B","B"
"30023","Montana","Deer Lodge",6,6,"Cold","Cold","B","B"
"30025","Montana","Fallon",6,6,"Cold","Cold","B","B"
"30027","Montana","Fergus",6,6,"Cold","Cold","B","B"
"30029","Montana","Flathead",6,6,"Cold","Cold","B","B"
"30031","Montana","Gallatin",6,6,"Cold","Cold","B","B"
"30033","Montana","Garfield",6,6,"Cold","Cold","B","B"
"30035","Montana","Glacier",6,6,"Cold","Cold","B","B"
"30037","Montana","Golden Valley",6,6,"Cold","Cold","B","B"
"30039","Montana","Granite",6,6,"Cold","Cold","B","B"
"30041","Montana","Hill",6,6,"Cold","Cold","B","B"
"30043","Montana","Jefferson",6,6,"Cold","Cold","B","B"
"30045","Montana","Judith Basin",6,6,"Cold","Cold","B","B"
"30047","Montana","Lake",6,6,"Cold","Cold","B","B"
"30049","Montana","Lewis and Clark",6,6,"Cold","Cold","B","B"
"30051","Montana","Liberty",6,6,"Cold","Cold","B","B"
"30053","Montana","Lincoln",6,6,"Cold","Cold","B","B"
"30055","Montana","McCone",6,6,"Cold","Cold","B","B"
"30057","Montana","Madison",6,6,"Cold","Cold","B","B"
"30059","Montana","Meagher",6,6,"Cold","Cold","B","B"
"30061","Montana","Mineral",6,6,"Cold","Cold","B","B"
"30063","Montana","Missoula",6,6,"Cold","Cold","B","B"
"30065","Montana","Musselshell",6,6,"Cold","Cold","B","B"
"30067","Montana","Park",6,6,"Cold","Cold","B","B"
"30069","Montana","Petroleum",6,6,"Cold","Cold","B","B"
"30071","Montana","Phillips",6,6,"Cold","Cold","B","B"
"30073","Montana","Pondera",6,6,"Cold","Cold","B","B"
"30075","Montana","Powder River",6,6,"Cold","Cold","B","B"
"30077","Montana","Powell",6,6,"Cold","Cold","B","B"
"30079","Montana","Prairie",6,6,"Cold","Cold","B","B"
"30081","Montana","Ravalli",6,6,"Cold","Cold","B","B"
"30083","Montana","Richland",6,6,"Cold","Cold","B","B"
"30085","Montana","Roosevelt",6,6,"Cold","Cold","B","B"
"30087","Montana","Rosebud",6,6,"Cold","Cold","B","B"
"30089","Montana","Sanders",6,6,"Cold","Cold","B","B"
"30091","Montana","Sheridan",6,6,"Cold","Cold","B","B"
"30093","Montana","Silver Bow",6,6,"Cold","Cold","B","B"
"30095","Montana","Stillwater",6,6,"Cold","Cold","B","B"
"30097","Montana","Sweet Grass",6,6,"Cold","Cold","B","B"
"30099","Montana","Teton",6,6,"Cold","Cold","B","B"
"30101","Montana","Toole",6,6,"Cold","Cold","B","B"
"30103","Montana","Treasure",6,6,"Cold","Cold","B","B"
"30105","Montana","Valley",6,6,"Cold","Cold","B","B"
"30107","Montana","Wheatland",6,6,"Cold","Cold","B","B"
"30109","Montana","Wibaux",6,6,"Cold","Cold","B","B"
"30111","Montana","Yellowstone",6,6,"Cold","Cold","B","B"
"31001","Nebraska","Adams",5,5,"Cold","Cold","A","A"
"31003","Nebraska","Antelope",5,5,"Cold","Cold","A","A"
"31005","Nebraska","Arthur",5,5,"Cold","Cold","A","A"
"31007","Nebraska","Banner",5,5,"Cold","Cold","A","A"
"31009","Nebraska","Blaine",5,5,"Cold","Cold","A","A"
"31011","Nebraska","Boone",5,5,"Cold","Cold","A","A"
"31013","Nebraska","Box Butte",5,5,"Cold","Cold","A","A"
"31015","Nebraska","Boyd",5,5,"Cold","Cold","A","A"
"31017","Nebraska","Brown",5,5,"Cold","Cold","A","A"
"31019","Nebraska","Buffalo",5,5,"Cold","Cold","A","A"
"31021","Nebraska","Burt",5,5,"Cold","Cold","A","A"
"31023","Nebraska","Butler",5,5,"Cold","Cold","A","A"
"31025","Nebraska","Cass",5,5,"Cold","Cold","A","A"
"31027","Nebraska","Cedar",5,5,"Cold","Cold","A","A"
"31029","Nebraska","Chase",5,5,"Cold","Cold","A","A"
"31031","Nebraska","Cherry",5,5,"Cold","Cold","A","A"
"31033","Nebraska","Cheyenne",5,5,"Cold","Cold","A","A"
"31035","Nebraska","Clay",5,5,"Cold","Cold","A","A"
"31037","Nebraska","Colfax",5,5,"Cold","Cold","A","A"
"31039","Nebraska","Cuming",5,5,"Cold","Cold","A","A"
"31041","Nebraska","Custer",5,5,"Cold","Cold","A","A"
"31043","Nebraska","Dakota",5,5,"Cold","Cold","A","A"
"31045","Nebraska","Dawes",5,5,"Cold","Cold","A","A"
"31047","Nebraska","Dawson",5,5,"Cold","Cold","A","A"
"31049","Nebraska","Deuel",5,5,"Cold","Cold","A","A"
"31051","Nebraska","Dixon",5,5,"Cold","Cold","A","A"
"31053","Nebraska","Dodge",5,5,"Cold","Cold","A","A"
"31055","Nebraska","Douglas",5,5,"Cold","Cold","A","A"
"31057","Nebraska","Dundy",5,5,"Cold","Cold","A","A"
"31059","Nebraska","Fillmore",5,5,"Cold","Cold","A","A"
"31061","Nebraska","Franklin",5,5,"Cold","Cold","A","A"
"31063","Nebraska","Frontier",5,5,"Cold","Cold","A","A"
"31065","Nebraska","Furnas",5,5,"Cold","Cold","A","A"
"31067","Nebraska","Gage",5,5,"Cold","Cold","A","A"
"31069","Nebraska","Garden",5,5,"Cold","Cold","A","A"
"31071","Nebraska","Garfield",5,5,"Cold","Cold","A","A"
"31073","Nebraska","Gosper",5,5,"Cold","Cold","A","A"
"31075","Nebraska","Grant",5,5,"Cold","Cold","A","A"
"31077","Nebraska","Greeley",5,5,"Cold","Cold","A","A"
"31079","Nebraska","Hall",5,5,"Cold","Cold","A","A"
"31081","Nebraska","Hamilton",5,5,"Cold","Cold","A","A"
"31083","Nebraska","Harlan",5,5,"Cold","Cold","A","A"
"31085","Nebraska","Hayes",5,5,"Cold","Cold","A","A"
"31087","Nebraska","Hitchcock",5,5,"Cold","Cold","A","A"
"31089","Nebraska","Holt",5,5,"Cold","Cold","A","A"
"31091","Nebraska","Hooker",5,5,"Cold","Cold","A","A"
"31093","Nebraska","Howard",5,5,"Cold","Cold","A","A"
"31095","Nebraska","Jefferson",5,5,"Cold","Cold","A","A"
"31097","Nebraska","Johnson",5,5,"Cold","Cold","A","A"
"31099","Nebraska","Kearney",5,5,"Cold","Cold","A","A"
"31101","Nebraska","Keith",5,5,"Cold","Cold","A","A"
"31103","Nebraska","Keya Paha",5,5,"Cold","Cold","A","A"
"31105","Nebraska","Kimball",5,5,"Cold","Cold","A","A"
"31107","Nebraska","Knox",5,5,"Cold","Cold","A","A"
"31109","Nebraska","Lancaster",5,5,"Cold","Cold","A","A"
"31111","Nebraska","Lincoln",5,5,"Cold","Cold","A","A"
"31113","Nebraska","Logan",5,5,"Cold","Cold","A","A"
"31115","Nebraska","Loup",5,5,"Cold","Cold","A","A"
"31117","Nebraska","McPherson",5,5,"Cold","Cold","A","A"
"31119","Nebraska","Madison",5,5,"Cold","Cold","A","A"
"31121","Nebraska","Merrick",5,5,"Cold","Cold","A","A"
"31123","Nebraska","Morrill",5,5,"Cold","Cold","A","A"
"31125","Nebraska","Nance",5,5,"Cold","Cold","A","A"
"31127","Nebraska","Nemaha",5,5,"Cold","Cold","A","A"
"31129","Nebraska","Nuckolls",5,5,"Cold","Cold","A","A"
"31131","Nebraska","Otoe",5,5,"Cold","Cold","A","A"
"31133","Nebraska","Pawnee",5,5,"Cold","Cold","A","A"
"31135","Nebraska","Perkins",5,5,"Cold","Cold","A","A"
"31137","Nebraska","Phelps",5,5,"Cold","Cold","A","A"
"31139","Nebraska","Pierce",5,5,"Cold","Cold","A","A"
"31141","Nebraska","Platte",5,5,"Cold","Cold","A","A"
"31143","Nebraska","Polk",5,5,"Cold","Cold","A","A"
"31145","Nebraska","Red Willow",5,5,"Cold","Cold","A","A"
"31147","Nebraska","Richardson",5,5,"Cold","Cold","A","A"
"31149","Nebraska","Rock",5,5,"Cold","Cold","A","A"
"31151","Nebraska","Saline",5,5,"Cold","Cold","A","A"
"31153","Nebraska","Sarpy",5,5,"Cold","Cold","A","A"
"31155","Nebraska","Saunders",5,5,"Cold","Cold","A","A"
"31157","Nebraska","Scotts Bluff",5,5,"Cold","Cold","A","A"
"31159","Nebraska","Seward",5,5,"Cold","Cold","A","A"
"31161","Nebraska","Sheridan",5,5,"Cold","Cold","A","A"
"31163","Nebraska","Sherman",5,5,"Cold","Cold","A","A"
"31165","Nebraska","Sioux",5,5,"Cold","Cold","A","A"
"31167","Nebraska","Stanton",5,5,"Cold","Cold","A","A"
"31169","Nebraska","Thayer",5,5,"Cold","Cold","A","A"
"31171","Nebraska","Thomas",5,5,"Cold","Cold","A","A"
"31173","Nebraska","Thurston",5,5,"Cold","Cold","A","A"
"31175","Nebraska","Valley",5,5,"Cold","Cold","A","A"
"31177","Nebraska","Washington",5,5,"Cold","Cold","A","A"
"31179","Nebraska","Wayne",5,5,"Cold","Cold","A","A"
"31181","Nebraska","Webster",5,5,"Cold","Cold","A","A"
"31183","Nebraska","Wheeler",5,5,"Cold","Cold","A","A"
"31185","Nebraska","York",5,5,"Cold","Cold","A","A"
"32001","Nevada","Churchill",5,5,"Cold","Cold","B","B"
"32003","Nevada","Clark",3,3,"Hot-Dry","Hot-Dry","B","B"
"32005","Nevada","Douglas",5,4,"Cold","Mixed-Dry","B","B"
"32007","Nevada","Elko",5,5,"Cold","Cold","B","B"
"32009","Nevada","Esmeralda",5,4,"Cold","Mixed-Dry","B","B"
"32011","Nevada","Eureka",5,5,"Cold","Cold","B","B"
"32013","Nevada","Humboldt",5,5,"Cold","Cold","B","B"
"32015","Nevada","Lander",5,5,"Cold","Cold","B","B"
"32017","Nevada","Lincoln",5,4,"Cold","Mixed-Dry","B","B"
"32019","Nevada","Lyon",5,4,"Cold","Mixed-Dry","B","B"
"32021","Nevada","Mineral",5,4,"Cold","Mixed-Dry","B","B"
"32023","Nevada","Nye",5,4,"Cold","Mixed-Dry","B","B"
"32027","Nevada","Pershing",5,5,"Cold","Cold","B","B"
"32029","Nevada","Storey",5,5,"Cold","Cold","B","B"
"32031","Nevada","Washoe",5,5,"Cold","Cold","B","B"
"32033","Nevada","White Pine",5,5,"Cold","Cold","B","B"
"32510","Nevada","Carson City",5,4,"Cold","Mixed-Dry","B","B"
"33001","New Hampshire","Belknap",6,6,"Cold","Cold","A","A"
"33003","New Hampshire","Carroll",6,6,"Cold","Cold","A","A"
"33005","New Hampshire","Cheshire",5,5,"Cold","Cold","A","A"
"33007","New Hampshire","Coos",6,6,"Cold","Cold","A","A"
"33009","New Hampshire","Grafton",6,6,"Cold","Cold","A","A"
"33011","New Hampshire","Hillsborough",5,5,"Cold","Cold","A","A"
"33013","New Hampshire","Merrimack",6,5,"Cold","Cold","A","A"
"33015","New Hampshire","Rockingham",5,5,"Cold","Cold","A","A"
"33017","New Hampshire","Strafford",5,5,"Cold","Cold","A","A"
"33019","New Hampshire","Sullivan",6,6,"Cold","Cold","A","A"
"34001","New Jersey","Atlantic",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34003","New Jersey","Bergen",5,5,"Cold","Cold","A","A"
"34005","New Jersey","Burlington",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34007","New Jersey","Camden",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34009","New Jersey","Cape May",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34011","New Jersey","Cumberland",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34013","New Jersey","Essex",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34015","New Jersey","Gloucester",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34017","New Jersey","Hudson",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34019","New Jersey","Hunterdon",5,5,"Cold","Cold","A","A"
"34021","New Jersey","Mercer",5,5,"Cold","Cold","A","A"
"34023","New Jersey","Middlesex",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34025","New Jersey","Monmouth",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34027","New Jersey","Morris",5,5,"Cold","Cold","A","A"
"34029","New Jersey","Ocean",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34031","New Jersey","Passaic",5,5,"Cold","Cold","A","A"
"34033","New Jersey","Salem",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34035","New Jersey","Somerset",5,5,"Cold","Cold","A","A"
"34037","New Jersey","Sussex",5,5,"Cold","Cold","A","A"
"34039","New Jersey","Union",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"34041","New Jersey","Warren",5,5,"Cold","Cold","A","A"
"35001","New Mexico","Bernalillo",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"35003","New Mexico","Catron",5,4,"Cold","Mixed-Dry","B","B"
"35005","New Mexico","Chaves",3,3,"Hot-Dry","Hot-Dry","B","B"
"35006","New Mexico","Cibola",4,4,"Cold","Cold","B","B"
"35007","New Mexico","Colfax",5,5,"Cold","Cold","B","B"
"35009","New Mexico","Curry",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"35011","New Mexico","De Baca",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"35013","New Mexico","Doña Ana",3,3,"Hot-Dry","Hot-Dry","B","B"
"35015","New Mexico","Eddy",3,3,"Hot-Dry","Hot-Dry","B","B"
"35017","New Mexico","Grant",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"35019","New Mexico","Guadalupe",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"35021","New Mexico","Harding",5,5,"Cold","Cold","B","B"
"35023","New Mexico","Hidalgo",3,3,"Hot-Dry","Hot-Dry","B","B"
"35025","New Mexico","Lea",3,3,"Hot-Dry","Hot-Dry","B","B"
"35027","New Mexico","Lincoln",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"35028","New Mexico","Los Alamos",5,5,"Cold","Cold","B","B"
"35029","New Mexico","Luna",3,3,"Hot-Dry","Hot-Dry","B","B"
"35031","New Mexico","McKinley",5,5,"Cold","Cold","B","B"
"35033","New Mexico","Mora",5,5,"Cold","Cold","B","B"
"35035","New Mexico","Otero",3,3,"Hot-Dry","Hot-Dry","B","B"
"35037","New Mexico","Quay",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"35039","New Mexico","Rio Arriba",5,5,"Cold","Cold","B","B"
"35041","New Mexico","Roosevelt",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"35043","New Mexico","Sandoval",5,5,"Cold","Cold","B","B"
"35045","New Mexico","San Juan",5,5,"Cold","Cold","B","B"
"35047","New Mexico","San Miguel",5,5,"Cold","Cold","B","B"
"35049","New Mexico","Santa Fe",5,5,"Cold","Cold","B","B"
"35051","New Mexico","Sierra",4,3,"Mixed-Dry","Hot-Dry","B","B"
"35053","New Mexico","Socorro",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"35055","New Mexico","Taos",5,5,"Cold","Cold","B","B"
"35057","New Mexico","Torrance",5,5,"Cold","Cold","B","B"
"35059","New Mexico","Union",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"35061","New Mexico","Valencia",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"36001","New York","Albany",5,5,"Cold","Cold","A","A"
"36003","New York","Allegany",6,5,"Cold","Cold","A","A"
"36005","New York","Bronx",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"36007","New York","Broome",6,5,"Cold","Cold","A","A"
"36009","New York","Cattaraugus",6,5,"Cold","Cold","A","A"
"36011","New York","Cayuga",5,5,"Cold","Cold","A","A"
"36013","New York","Chautauqua",5,5,"Cold","Cold","A","A"
"36015","New York","Chemung",5,5,"Cold","Cold","A","A"
"36017","New York","Chenango",6,6,"Cold","Cold","A","A"
"36019","New York","Clinton",6,6,"Cold","Cold","A","A"
"36021","New York","Columbia",5,5,"Cold","Cold","A","A"
"36023","New York","Cortland",5,5,"Cold","Cold","A","A"
"36025","New York","Delaware",6,6,"Cold","Cold","A","A"
"36027","New York","Dutchess",5,5,"Cold","Cold","A","A"
"36029","New York","Erie",5,5,"Cold","Cold","A","A"
"36031","New York","Essex",6,6,"Cold","Cold","A","A"
"36033","New York","Franklin",6,6,"Cold","Cold","A","A"
"36035","New York","Fulton",6,6,"Cold","Cold","A","A"
"36037","New York","Genesee",5,5,"Cold","Cold","A","A"
"36039","New York","Greene",5,5,"Cold","Cold","A","A"
"36041","New York","Hamilton",6,6,"Cold","Cold","A","A"
"36043","New York","Herkimer",6,6,"Cold","Cold","A","A"
"36045","New York","Jefferson",6,6,"Cold","Cold","A","A"
"36047","New York","Kings",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"36049","New York","Lewis",6,6,"Cold","Cold","A","A"
"36051","New York","Livingston",5,5,"Cold","Cold","A","A"
"36053","New York","Madison",6,6,"Cold","Cold","A","A"
"36055","New York","Monroe",5,5,"Cold","Cold","A","A"
"36057","New York","Montgomery",6,6,"Cold","Cold","A","A"
"36059","New York","Nassau",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"36061","New York","New York",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"36063","New York","Niagara",5,5,"Cold","Cold","A","A"
"36065","New York","Oneida",6,6,"Cold","Cold","A","A"
"36067","New York","Onondaga",5,5,"Cold","Cold","A","A"
"36069","New York","Ontario",5,5,"Cold","Cold","A","A"
"36071","New York","Orange",5,5,"Cold","Cold","A","A"
"36073","New York","Orleans",5,5,"Cold","Cold","A","A"
"36075","New York","Oswego",5,5,"Cold","Cold","A","A"
"36077","New York","Otsego",6,6,"Cold","Cold","A","A"
"36079","New York","Putnam",5,5,"Cold","Cold","A","A"
"36081","New York","Queens",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"36083","New York","Rensselaer",5,5,"Cold","Cold","A","A"
"36085","New York","Richmond",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"36087","New York","Rockland",5,5,"Cold","Cold","A","A"
"36089","New York","St. Lawrence",6,6,"Cold","Cold","A","A"
"36091","New York","Saratoga",5,5,"Cold","Cold","A","A"
"36093","New York","Schenectady",5,5,"Cold","Cold","A","A"
"36095","New York","Schoharie",6,5,"Cold","Cold","A","A"
"36097","New York","Schuyler",6,5,"Cold","Cold","A","A"
"36099","New York","Seneca",5,5,"Cold","Cold","A","A"
"36101","New York","Steuben",6,5,"Cold","Cold","A","A"
"36103","New York","Suffolk",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"36105","New York","Sullivan",6,6,"Cold","Cold","A","A"
"36107","New York","Tioga",5,5,"Cold","Cold","A","A"
"36109","New York","Tompkins",6,5,"Cold","Cold","A","A"
"36111","New York","Ulster",6,6,"Cold","Cold","A","A"
"36113","New York","Warren",6,6,"Cold","Cold","A","A"
"36115","New York","Washington",5,5,"Cold","Cold","A","A"
"36117","New York","Wayne",5,5,"Cold","Cold","A","A"
"36119","New York","Westchester",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"36121","New York","Wyoming",6,5,"Cold","Cold","A","A"
"36123","New York","Yates",5,5,"Cold","Cold","A","A"
"37001","North Carolina","Alamance",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37003","North Carolina","Alexander",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37005","North Carolina","Alleghany",5,5,"Cold","Cold","A","A"
"37007","North Carolina","Anson",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37009","North Carolina","Ashe",5,5,"Cold","Cold","A","A"
"37011","North Carolina","Avery",5,5,"Cold","Cold","A","A"
"37013","North Carolina","Beaufort",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37015","North Carolina","Bertie",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37017","North Carolina","Bladen",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37019","North Carolina","Brunswick",3,3,"Hot-Humid","Hot-Humid","A","A"
"37021","North Carolina","Buncombe",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37023","North Carolina","Burke",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37025","North Carolina","Cabarrus",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37027","North Carolina","Caldwell",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37029","North Carolina","Camden",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37031","North Carolina","Carteret",3,3,"Hot-Humid","Hot-Humid","A","A"
"37033","North Carolina","Caswell",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37035","North Carolina","Catawba",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37037","North Carolina","Chatham",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37039","North Carolina","Cherokee",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37041","North Carolina","Chowan",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37043","North Carolina","Clay",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37045","North Carolina","Cleveland",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37047","North Carolina","Columbus",3,3,"Hot-Humid","Hot-Humid","A","A"
"37049","North Carolina","Craven",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37051","North Carolina","Cumberland",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37053","North Carolina","Currituck",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37055","North Carolina","Dare",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37057","North Carolina","Davidson",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37059","North Carolina","Davie",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37061","North Carolina","Duplin",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37063","North Carolina","Durham",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37065","North Carolina","Edgecombe",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37067","North Carolina","Forsyth",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37069","North Carolina","Franklin",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37071","North Carolina","Gaston",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37073","North Carolina","Gates",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37075","North Carolina","Graham",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37077","North Carolina","Granville",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37079","North Carolina","Greene",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37081","North Carolina","Guilford",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37083","North Carolina","Halifax",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37085","North Carolina","Harnett",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37087","North Carolina","Haywood",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37089","North Carolina","Henderson",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37091","North Carolina","Hertford",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37093","North Carolina","Hoke",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37095","North Carolina","Hyde",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37097","North Carolina","Iredell",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37099","North Carolina","Jackson",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37101","North Carolina","Johnston",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37103","North Carolina","Jones",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37105","North Carolina","Lee",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37107","North Carolina","Lenoir",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37109","North Carolina","Lincoln",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37111","North Carolina","McDowell",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37113","North Carolina","Macon",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37115","North Carolina","Madison",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37117","North Carolina","Martin",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37119","North Carolina","Mecklenburg",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37121","North Carolina","Mitchell",5,4,"Cold","Mixed-Humid","A","A"
"37123","North Carolina","Montgomery",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37125","North Carolina","Moore",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37127","North Carolina","Nash",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37129","North Carolina","New Hanover",3,3,"Hot-Humid","Hot-Humid","A","A"
"37131","North Carolina","Northampton",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37133","North Carolina","Onslow",3,3,"Hot-Humid","Hot-Humid","A","A"
"37135","North Carolina","Orange",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37137","North Carolina","Pamlico",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37139","North Carolina","Pasquotank",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37141","North Carolina","Pender",3,3,"Hot-Humid","Hot-Humid","A","A"
"37143","North Carolina","Perquimans",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37145","North Carolina","Person",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37147","North Carolina","Pitt",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37149","North Carolina","Polk",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37151","North Carolina","Randolph",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37153","North Carolina","Richmond",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37155","North Carolina","Robeson",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37157","North Carolina","Rockingham",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37159","North Carolina","Rowan",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37161","North Carolina","Rutherford",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37163","North Carolina","Sampson",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37165","North Carolina","Scotland",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37167","North Carolina","Stanly",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37169","North Carolina","Stokes",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37171","North Carolina","Surry",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37173","North Carolina","Swain",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37175","North Carolina","Transylvania",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37177","North Carolina","Tyrrell",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37179","North Carolina","Union",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37181","North Carolina","Vance",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37183","North Carolina","Wake",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37185","North Carolina","Warren",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37187","North Carolina","Washington",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37189","North Carolina","Watauga",5,5,"Cold","Cold","A","A"
"37191","North Carolina","Wayne",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37193","North Carolina","Wilkes",4,3,"Mixed-Humid","Mixed-Humid","A","A"
"37195","North Carolina","Wilson",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"37197","North Carolina","Yadkin",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"37199","North Carolina","Yancey",5,5,"Cold","Cold","A","A"
"38001","North Dakota","Adams",6,6,"Cold","Cold","A","A"
"38003","North Dakota","Barnes",7,6,"Very Cold","Cold",NA,"A"
"38005","North Dakota","Benson",7,7,"Very Cold","Very Cold",NA,NA
"38007","North Dakota","Billings",6,6,"Cold","Cold","A","A"
"38009","North Dakota","Bottineau",7,7,"Very Cold","Very Cold",NA,NA
"38011","North Dakota","Bowman",6,6,"Cold","Cold","A","A"
